confidence,id,metadata,source_id,target_id,type
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 85}",start_index=961,987,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",6,987,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 97}",SAP,Application Servers,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 19}",Application Servers,Message Servers,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 25}",OPCDE,693,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 72}",OPCDE,the United States,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 44}",693,the United States,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}",the United States,5,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",5,676,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 77}",Snort,EXTERNAL_NET,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 12}",EXTERNAL_NET,HOME_NET,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 40}",EXTERNAL_NET,SAP Exploit,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",HOME_NET,SAP Exploit,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 79}",SAP Exploit,depth:3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 81}",SAP,OPCDE,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 91}",OPCDE,li>Restrict,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 19}",SAP,li>Restrict,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 41}",SAP,SAP Message Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",li>Restrict,SAP Message Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}",SAP Message Server,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,974,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",1408081,821875,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 43}",1408081,ACL,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 56}",1408081,Gateways,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 32}",821875,ACL,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 45}",821875,Gateways,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 10}",ACL,Gateways,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 75}",ACL,Message Servers,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 57}",Gateways,Message Servers,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 34}",Message Servers,5]</li>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 63}",Message Servers,1421005,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 72}",Message Servers,Split MS,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",5]</li>\n,1421005,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 29}",5]</li>\n,Split MS,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",1421005,Split MS,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 95}",1421005,li>Restrict,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 85}",Split MS,li>Restrict,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",li>Restrict,Message Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 56}",SNC,SAP,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 90}",SAP,li>Remove,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",SAP,SAP components.</li>\n</ul>\n</li>\n</ul>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",li>Remove,SAP components.</li>\n</ul>\n</li>\n</ul>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",5,751,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 40}","title=""(SAP","Mathieu Geli"">Comae Technologies:",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}","title=""(SAP",Community Development and Empowerment,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 15}","Mathieu Geli"">Comae Technologies:",Community Development and Empowerment,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 60}",Community Development and Empowerment,Gateway Access Control Lists,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 1}",1408081,br>[5,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 40}",1408081,1421005</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",br>[5,821875,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 34}",br>[5,1421005</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 17}",821875,1421005</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 87}",821875,May 2,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 94}",821875,2019:</strong,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 57}",1421005</p>\n,May 2,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 64}",1421005</p>\n,2019:</strong,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",May 2,2019:</strong,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,653,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 31}",Microsoft Windows Operating Systems,64,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 98}",Microsoft Windows Operating Systems,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 65}",64,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}",64,li>Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",li>,li>Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 44}",li>,li>Windows XP</li>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 85}",li>,li>Windows Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 14}",li>Windows,li>Windows XP</li>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 35}",li>Windows,li>Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 55}",li>Windows,li>Windows Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 85}",li>Windows,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 1}",li>Windows XP</li>\n,li>Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 21}",li>Windows XP</li>\n,li>Windows Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 51}",li>Windows XP</li>\n,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",li>Windows XP</li>\n,2003,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 58}",li>Windows,2003,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 13}",li>Windows Server,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 31}",li>Windows Server,2003,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 76}",li>Windows Server,li>Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 15}",li>,2003,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 30}",li>,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",2003,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 41}",2003,li>Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 15}",the Remote Desktop Protocol,the Microsoft Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,865,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 92}",Microsoft,RDP,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 13}",RDP,"href=""https://msrc.microsoft.com",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 62}",RDP,US,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 17}","href=""https://msrc.microsoft.com",US,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 58}","href=""https://msrc.microsoft.com",Desktop Services,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 39}",US,Desktop Services,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,619,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 75}",BlueKeep,WannaCry,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",WannaCry,2017.[2]</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 71}",2017.[2]</p>\n,Windows 2000,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",the Microsoft Security Advisory,"href=""https://msrc.microsoft.com",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 54}",the Microsoft Security Advisory,US,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,833,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 63}",2019-0624e35b-5f5d-6da7-632c-27066a79262e,Remote Desktop Services,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 38}",Remote Desktop Services,May 14,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 46}",Remote Desktop Services,"2019"">3</a",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",May 14,"2019"">3</a",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 98}",Microsoft,Windows Vista,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",Windows Vista,Windows XP,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 18}",Windows Vista,Windows Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 33}",Windows Vista,2003,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 6}",Windows XP,Windows Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 1}",Windows Server,2003,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,993,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 35}",Microsoft,Windows 10.</li>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 6}",2008,Windows Server,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 98}",Windows Server,BlueKeep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 7}",TCP,3389,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 61}",3389,3389,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 86}",3389,BlueKeep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,860,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 55}",network.</li>\n</ul>\n,"href=""https://msrc.microsoft.com",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,413,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 54}",House Press Briefing,North Korea,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 76}",House Press Briefing,"href=""https://support.microsoft.com",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",North Korea,"href=""https://support.microsoft.com",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 46}",Remote Desktop Services,"2019"">Microsoft",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",May 14,"2019"">Microsoft",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",June 17,2019:</strong,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 44}",June 17,June 17,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 29}",2019:</strong,June 17,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 76}",June 17,end_index=5255,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=5255,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=5255,666,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,666,related_to
0.8,,"{""extraction_method"": ""dependency"", ""dependency_path"": ""pcomp -> ... -> pobj""}",Microsoft,"January 14, 2020",end
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",Windows 7,2008,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 79}",2008,"January 14, 2020",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 87}","January 14, 2020",3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,962,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,298,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 59}",The Cybersecurity and Infrastructure Security Agency,li>Upgrade,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 37}",li>Upgrade,li>Identify,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 44}",Microsoft End of Support,"href=""https://support.microsoft.com",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}","href=""https://support.microsoft.com",Microsoft,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 68}",Microsoft,"href=""https://docs.microsoft.com",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}","href=""https://docs.microsoft.com",Microsoft Windows Upgrade,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",Microsoft Windows Upgrade,Migration,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,1481,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",133A,Microsoft Office 365 Security,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 94}",133A,"October 17, 2019",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 63}",Microsoft Office 365 Security,"October 17, 2019",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 26}","October 17, 2019","18, 2019",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,325,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 8}",the Department of the Treasury Financial,Cyber Information Group,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 42}",the Department of the Treasury Financial,the Department of the Treasury’s Financial Crimes Enforcement Network,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",Cyber Information Group,the Department of the Treasury’s Financial Crimes Enforcement Network,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 80}",the Department of the Treasury’s Financial Crimes Enforcement Network,Treasury,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 93}",the Department of the Treasury’s Financial Crimes Enforcement Network,the Cybersecurity and Infrastructure Security Agency,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",Treasury,the Cybersecurity and Infrastructure Security Agency,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 65}",the Cybersecurity and Infrastructure Security Agency,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,955,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 86}",CISA,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,160,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 18}",Dridex,Treasury,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 59}",Russia,Sanctions Evil Corp,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",Russia,Russia,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 6}",Sanctions Evil Corp,Russia,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 73}",Sanctions Evil Corp,FBI,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 61}",Russia,FBI,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 56}",FBI,russian,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 81}",FBI,decade,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 18}",russian,decade,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",Decade-Long Series,Hacking,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 80}",Decade-Long Series,Second,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",Hacking,Second,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 98}",Second,Alert,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,1205,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 94}","XML"">AA19-339A",Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,870,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 1}",Dridex,first,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 19}",Dridex,2012,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 32}",Dridex,2015,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",Dridex,Trojans,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 13}",first,2012,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 26}",first,2015,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 78}",first,Trojans,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 9}",2012,2015,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 61}",2012,Trojans,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 93}",2012,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 48}",2015,Trojans,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 80}",2015,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 25}",Trojans,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=4016,4,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=4016,822,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,822,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",5,892,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",8,886,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 15}",Microsoft Office,Visual Basic,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 36}",Microsoft Office,JavaScript,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 9}",Visual Basic,JavaScript,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 54}",FTP,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",5,832,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",Dridex,CVE-2017-0199,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 97}",Dridex,end_index=7612,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 61}",CVE-2017-0199,end_index=7612,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=7612,5,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=7612,983,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",5,983,related_to
0.8,,"{""extraction_method"": ""dependency"", ""dependency_path"": ""ccomp -> ... -> pobj""}",Microsoft,2017.</p>\n,release
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 30}",Dridex Malware,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 38}",Dridex,Cridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 49}",Dridex,Bugat,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",Cridex,Bugat,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 90}",Dridex,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",5,853,related_to
0.8,,"{""extraction_method"": ""dependency"", ""dependency_path"": ""ROOT -> ... -> pobj""}",Chunk(text='Code,Dridex,include
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",late 2015,early 2016,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 33}",late 2015,Locky,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 64}",late 2015,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 18}",early 2016,Locky,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 49}",early 2016,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 26}",Locky,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 53}",Dridex,English,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 65}",English,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 73}",English,BitPaymer,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}",English,Locky,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",Dridex,BitPaymer,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 17}",Dridex,Locky,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 6}",BitPaymer,Locky,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",Evil Corp,TA505,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}",Evil Corp,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 79}",TA505,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,565,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",Treasury,CISA,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 60}",Treasury,li>Contact,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 51}",CISA,li>Contact,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 81}",li>Contact,Dridex,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",FBI,CISA,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 51}",li>Report,“Cyber Event Indicators,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 99}",“Cyber Event Indicators,IP,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 34}",IP,Item 44,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 45}",IP,the Suspicious Activity Report (SAR,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",Item 44,the Suspicious Activity Report (SAR,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 68}",Item 44,end_index=15080,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 29}",the Suspicious Activity Report (SAR,end_index=15080,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 96}",the Suspicious Activity Report (SAR,3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=15080,3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=15080,662,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,662,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",li>Treasury,CISA,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 53}",li>Maintain,li>Keep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,1271,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 24}",Active Directory,li>Restrict,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,186,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 45}",USB,li>,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",Malware Incident Prevention and Handling for Desktops,Malware Incident Prevention and Handling for Desktops,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 62}",Malware Incident Prevention and Handling for Desktops,The National Security Agency,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 92}",Malware Incident Prevention and Handling for Desktops,NSA,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",The National Security Agency,NSA,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,1906,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 38}",10,the NIST Cybersecurity Framework,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 76}",10,Strategies,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 6}",the NIST Cybersecurity Framework,Strategies,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 91}",the NIST Cybersecurity Framework,Advance Persistent Threat,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 75}",Strategies,Advance Persistent Threat,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",Advance Persistent Threat,APT,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",6,953,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 35}",N-day,zero-day,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",8,993,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",start_index=20395,end_index=21385,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",start_index=20395,6,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 86}",start_index=20395,990,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=21385,6,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=21385,990,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",6,990,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",9,893,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 18}",Security Information and Event Management,Endpoint Detection and Response,related_to
